name,profile,url,bias,factual,credibility
Brand New Tube – Bias and Credibility,https://mediabiasfactcheck.com/brand-new-tube/,www.brandnewtube.com,conspiracy,VeryLow,low credibility
KNTV – NBC Bay Area – Bias and Credibility,https://mediabiasfactcheck.com/kntv-nbc-bay-area-bias/,www.nbcdfw.com,left-center,high,high credibility
Kokomo Tribune – Bias and Credibility,https://mediabiasfactcheck.com/kokomo-tribune-bias/,www.kokomotribune.com,left-center,high,high credibility
Christian Apologetics & Research Ministry (CARM) – Bias and Credibility,https://mediabiasfactcheck.com/christian-apologetics-research-ministry-carm/,www.carm.org,conspiracy,low,low credibility
McAlester News-Capital – Bias and Credibility,https://mediabiasfactcheck.com/mcalester-news-capital-bias/,www.mcalesternews.com,left-center,high,high credibility
National Federation of Republican Women – Bias and Credibility,https://mediabiasfactcheck.com/national-federation-of-republican-women/,www.nfrw.org,right,mixed,medium credibility
NGO Monitor – Bias and Credibility,https://mediabiasfactcheck.com/ngo-monitor-bias/,www.ngo-monitor.org,right,mixed,medium credibility
Offgrid Survival – Bias and Credibility,https://mediabiasfactcheck.com/offgrid-survival/,www.offgridsurvival.com,right,mixed,medium credibility
OutKick Bias Rating,https://mediabiasfactcheck.com/outkick/,www.outkick.com,right,mixed,medium credibility
Politcalite UK – Bias and Credibility,https://mediabiasfactcheck.com/politcalite-uk/,www.politicalite.com,right,mixed,medium credibility
Hamilton Mountain News – Bias and Credibility,https://mediabiasfactcheck.com/hamilton-mountain-news-bias/,www.hamiltonnews.com,left-center,high,high credibility
Hattiesburg American – Bias and Credibility,https://mediabiasfactcheck.com/hattiesburg-american-bias/,www.hattiesburgamerican.com,left-center,high,high credibility
Rare News – Bias and Credibility,https://mediabiasfactcheck.com/rare-news/,www.rare.us,right,mixed,medium credibility
High Country News – Bias and Credibility,https://mediabiasfactcheck.com/high-country-news/,www.hcn.org,left-center,high,high credibility
Holland Sentinel – Bias and Credibility,https://mediabiasfactcheck.com/holland-sentinel-bias/,www.hollandsentinel.com,left-center,high,high credibility
The Advertiser – Bias and Credibility,https://mediabiasfactcheck.com/the-advertiser/,www.adelaidenow.com.au,right,mixed,medium credibility
Human Rights Defense Center – Bias and Credibility,https://mediabiasfactcheck.com/human-rights-defense-center-bias/,www.humanrightsdefensecenter.org,left-center,high,high credibility
The Honest Patriot – Bias and Credibility,https://mediabiasfactcheck.com/the-honest-patriot/,www.thehonestpatriot.net,right,mixed,medium credibility
IFLScience – Bias and Credibility,https://mediabiasfactcheck.com/ifl-science/,www.iflscience.com,left-center,high,high credibility
Infoplease – Bias and Credibility,https://mediabiasfactcheck.com/infoplease-bias/,www.infoplease.com,left-center,high,high credibility
Toronto Sun – Bias and Credibility,https://mediabiasfactcheck.com/toronto-sun/,www.torontosun.com,right,mostly,high credibility
International Business Times – Bias and Credibility,https://mediabiasfactcheck.com/international-business-times/,www.ibtimes.com,left-center,mixed,medium credibility
(The) Interpreter Magazine – Bias and Credibility,https://mediabiasfactcheck.com/the-interpreter-magazine/,www.interpretermag.com,left-center,high,high credibility
YellowHammer News – Bias and Credibility,https://mediabiasfactcheck.com/yellowhammer-news/,www.yellowhammernews.com,right,high,high credibility
911Truth.org – Bias and Credibility,https://mediabiasfactcheck.com/911truth-org/,www.911truth.org,conspiracy,low,low credibility
ADDitude Magazine – Bias and Credibility,https://mediabiasfactcheck.com/additude-magazine/,www.additudemag.com,conspiracy,mixed,low credibility
JURIST – Bias and Credibility,https://mediabiasfactcheck.com/jurist-bias/,www.jurist.org,left-center,high,high credibility
Kamsack Times – Bias and Credibility,https://mediabiasfactcheck.com/kamsack-times-bias/,www.sasktoday.ca,left-center,high,high credibility
American Policy Center – Bias and Credibility,https://mediabiasfactcheck.com/american-policy-center/,www.americanpolicy.org,conspiracy,low,low credibility
KCNC-TV – CBS Denver – Bias and Credibility,https://mediabiasfactcheck.com/kcnc-tv-cbs-denver/,denver.cbslocal.com,left-center,high,high credibility
KDLL – NPR – Kenai – Bias and Credibility,https://mediabiasfactcheck.com/kdll-npr-kenai-bias/,www.kdll.org,left-center,high,high credibility
Kent Record-Courier – Bias and Credibility,https://mediabiasfactcheck.com/kent-record-courier-bias/,www.record-courier.com,left-center,high,high credibility
KHNS – NPR – Haines – Bias and Credibility,https://mediabiasfactcheck.com/khns-npr-haines-bias/,www.khns.org,left-center,high,high credibility
KNAU – NPR – Flagstaff – Bias and Credibility,https://mediabiasfactcheck.com/knau-npr-flagstaff-bias/,www.knau.org,left-center,high,high credibility
Children’s Health Defense – Bias and Credibility,https://mediabiasfactcheck.com/childrens-health-defense/,www.childrenshealthdefense.org,conspiracy,low,low credibility
KRBD – NPR – Ketchikan – Bias and Credibility,https://mediabiasfactcheck.com/krbd-npr-ketchikan/,www.krbd.org,left-center,high,high credibility
KTVT – Dallas – Fort Worth News – Bias and Credibility,https://mediabiasfactcheck.com/ktvt-dallas-fort-worth-news-bias/,www.cbsnews.com,left-center,high,high credibility
Kuna Melba News – Bias and Credibility,https://mediabiasfactcheck.com/kuna-melba-news-bias/,www.idahopress.com,left-center,high,high credibility
Consumer Wellness Center – Bias and Credibility,https://mediabiasfactcheck.com/consumer-wellness-center/,www.consumerwellness.org,conspiracy,VeryLow,low credibility
Covert Geopolitics – Bias and Credibility,https://mediabiasfactcheck.com/covert-geopolitics/,www.geopolitics.co,conspiracy,mixed,low credibility
La Depeche du Midi – Bias and Credibility,https://mediabiasfactcheck.com/la-depeche-du-midi/,www.ladepeche.fr,left-center,high,high credibility
Lake Cowichan Gazette – Bias and Credibility,https://mediabiasfactcheck.com/lake-cowichan-gazette-bias/,www.lakecowichangazette.com,left-center,high,high credibility
Discovery Institute – Bias and Credibility,https://mediabiasfactcheck.com/discovery-institute/,www.discovery.org,conspiracy,low,low credibility
Le Soleil (Quebec) – Bias and Credibility,https://mediabiasfactcheck.com/le-soleil-quebec-bias/,www.lesoleil.com,left-center,high,high credibility
Liberation (Paris) – Bias and Credibility,https://mediabiasfactcheck.com/liberation-paris-bias/,www.liberation.fr,left-center,high,high credibility
Fabiosa – Bias and Credibility,https://mediabiasfactcheck.com/fabiosa/,www.fabiosa.com,conspiracy,mixed,low credibility
Free Thought Project – Bias and Credibility,https://mediabiasfactcheck.com/free-thought-project/,www.thefreethoughtproject.com,conspiracy,low,low credibility
Friends of Science – Bias and Credibility,https://mediabiasfactcheck.com/friends-of-science/,www.friendsofscience.org,conspiracy,mixed,low credibility
Geoengineering.News – Bias and Credibility,https://mediabiasfactcheck.com/geoengineering-news/,www.geoengineering.news,conspiracy,VeryLow,low credibility
Newsbusters – Bias and Credibility,https://mediabiasfactcheck.com/newsbusters/,www.newsbusters.org,right,mixed,medium credibility
Nova24TV – Bias and Credibility,https://mediabiasfactcheck.com/nova24tv/,www.nova24tv.si,right,mixed,medium credibility
OpsLens – Bias and Credibility,https://mediabiasfactcheck.com/opslens/,www.opslens.com,right,mixed,medium credibility
Grid News – Bias and Credibility,https://mediabiasfactcheck.com/grid-news/,www.grid.news,left-center,high,high credibility
Haida Gwaii Observer – Bias and Credibility,https://mediabiasfactcheck.com/haida-gwaii-observer-bias/,www.haidagwaiiobserver.com,left-center,high,high credibility
Red Alert Politics – Bias and Credibility,https://mediabiasfactcheck.com/red-alert-politics/,www.redalertpolitics.com,right,mixed,no credibility rating available
Heavy – Bias and Credibility,https://mediabiasfactcheck.com/heavy/,www.heavy.com,left-center,high,high credibility
Save Jersey – Bias and Credibility,https://mediabiasfactcheck.com/save-jersey/,www.savejersey.com,right,high,no credibility rating available
Sons of 1776 – Bias and Credibility,https://mediabiasfactcheck.com/sons-of-1776/,www.sonsof1776.com,right,mixed,medium credibility
Hope Standard – Bias and Credibility,https://mediabiasfactcheck.com/hope-standard-bias/,www.hopestandard.com,left-center,high,high credibility
The Conservative Woman – Bias and Credibility,https://mediabiasfactcheck.com/the-conservative-woman/,www.conservativewoman.co.uk,right,mixed,medium credibility
Huntsville Forester – Bias and Credibility,https://mediabiasfactcheck.com/huntsville-forester-bias/,www.muskokaregion.com,left-center,high,high credibility
The Patriot Post – Bias and Credibility,https://mediabiasfactcheck.com/the-patriot-post/,www.patriotpost.us,right,mostly,high credibility
Inquisitr – Bias and Credibility,https://mediabiasfactcheck.com/inquisitr/,www.inquisitr.com,left-center,mixed,medium credibility
True North Centre for Public Policy – Bias and Credibility,https://mediabiasfactcheck.com/true-north-centre-for-public-policy/,www.tnc.news,right,mixed,medium credibility
Valuetainment – Bias and Credibility,https://mediabiasfactcheck.com/valuetainment-bias/,www.valuetainment.com,right,mixed,medium credibility
WikiIslam – Bias and Credibility,https://mediabiasfactcheck.com/wikiislam/,www.wikiislam.net,right,mixed,medium credibility
Jackson Free Press – Bias and Credibility,https://mediabiasfactcheck.com/jackson-free-press/,www.jacksonfreepress.com,left-center,high,high credibility
Above Top Secret – Bias and Credibility,https://mediabiasfactcheck.com/above-top-secret/,www.abovetopsecret.com,conspiracy,low,low credibility
Journal of Politics and Society – Bias and Credibility,https://mediabiasfactcheck.com/journal-of-politics-and-society/,www.helvidius.org,left-center,very high,high credibility
Alternative Daily – Bias and Credibility,https://mediabiasfactcheck.com/alternative-daily-bias/,www.thealternativedaily.com,conspiracy,low,low credibility
KASU – NPR – Jonesboro – Bias and Credibility,https://mediabiasfactcheck.com/kasu-npr-jonesboro-bias/,www.kasu.org,left-center,high,high credibility
KCAW – NPR – Sitka – Bias and Credibility,https://mediabiasfactcheck.com/kcaw-npr-sitka-bias/,www.kcaw.org,left-center,high,high credibility
Anti-Empire – Bias and Credibility,https://mediabiasfactcheck.com/anti-empire-bias/,www.anti-empire.com,conspiracy,low,low credibility
AskingAngels.com – Bias and Credibility,https://mediabiasfactcheck.com/askingangels-com/,www.askingangels.com,conspiracy,VeryLow,low credibility
Awareness Act – Bias and Credibility,https://mediabiasfactcheck.com/awareness-act/,www.awarenessact.com,conspiracy,low,low credibility
BioDefense – Bias and Credibility,https://mediabiasfactcheck.com/biodefense/,www.biodefense.com,conspiracy,VeryLow,low credibility
KIYU – NPR – Galena – Bias and Credibility,https://mediabiasfactcheck.com/kiyu-npr-galena-bias/,www.kiyu.com,left-center,high,high credibility
Cancer.news – Bias and Credibility,https://mediabiasfactcheck.com/cancer-news/,www.cancer.news,conspiracy,VeryLow,low credibility
KPIC CBS 4 – Bias and Credibility,https://mediabiasfactcheck.com/kpic-cbs-4/,www.kpic.com,left-center,high,high credibility
Christian Truth Center – Bias and Credibility,https://mediabiasfactcheck.com/christian-truth-center-bias/,www.christiantruthcenter.com,conspiracy,VeryLow,low credibility
KUAF – NPR – Fayetteville – Bias and Credibility,https://mediabiasfactcheck.com/kuaf-npr-fayetteville-bias/,www.kuaf.com,left-center,high,high credibility
Conspiracy Daily Update – Bias and Credibility,https://mediabiasfactcheck.com/conspiracy-daily-update/,www.conspiracydailyupdate.com,conspiracy,VeryLow,low credibility
Kyiv Post – Bias and Credibility,https://mediabiasfactcheck.com/kyiv-post/,www.kyivpost.com,left-center,mixed,medium credibility
Lafayette Daily Advertiser – Bias and Credibility,https://mediabiasfactcheck.com/lafayette-daily-advertiser-bias/,www.theadvertiser.com,left-center,high,high credibility
La Presse – Bias and Credibility,https://mediabiasfactcheck.com/la-presse/,www.lapresse.ca,left-center,high,high credibility
DoctorOz.com – Bias and Credibility,https://mediabiasfactcheck.com/doctoroz-com/,www.doctoroz.com,conspiracy,mixed,low credibility
Educate Inspire Change – Bias and Credibility,https://mediabiasfactcheck.com/educate-inspire-change/,www.educateinspirechange.org,conspiracy,mixed,low credibility
Lifehacker – Bias and Credibility,https://mediabiasfactcheck.com/lifehacker/,www.lifehacker.com,left-center,mostly,high credibility
Lonsdale Area News-Review – Bias and Credibility,https://mediabiasfactcheck.com/lonsdale-area-news-review-bias/,www.southernminn.com,left-center,high,high credibility
Forever Conscious – Bias and Credibility,https://mediabiasfactcheck.com/forever-conscious/,www.foreverconscious.com,conspiracy,low,low credibility
Freedom.News – Bias and Credibility,https://mediabiasfactcheck.com/freedom-news/,www.freedom.news,conspiracy,VeryLow,low credibility
Gaia – Bias and Credibility,https://mediabiasfactcheck.com/gaia/,www.gaia.com,conspiracy,low,low credibility
